,ISBN,author,author_followers,genre,pages,publish_date,publisher,rating,series,title,NYT_Bestseller,celeb_bookclub
257,0451493699,Hari Kunzru,5.84354441703136,Fiction,271.0,2017-03-14,Knopf Publishing Group,3.68,0,White Tears,0,0
258,0062663119,Joe Hill,9.807967350678716,Horror,432.0,2017-10-24,Knopf Publishing Group,3.89,0,Strange Weather,1,0
259,0765394669,Charles Stross,8.445697189711167,Horror,368.0,2017-07-11,Knopf Publishing Group,4.27,1,The Delirium Brief,0,0
260,0062474146,Richard Kadrey,7.955425088912672,Fantasy,416.0,2017-06-06,Knopf Publishing Group,4.21,1,The Kill Society,0,0
261,0374536910,Jac Jemc,5.857933154483459,Horror,276.0,2017-08-01,Knopf Publishing Group,3.26,0,The Grip of It,0,0
262,194264535X,J-F Dubeau,5.318119993844216,Horror,375.0,2017-06-13,Knopf Publishing Group,3.5,0,A God in the Shed,0,0
263,149670388X,Ronald Malfi,6.408528791059498,Horror,384.0,2017-07-25,Knopf Publishing Group,3.9,0,Bone White,0,0
264,0425285170,Lauren Graham,8.551401362745974,Nonfiction,205.0,2016-11-29,Clarkson Potter Publishers,3.97,0,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",1,0
268,1101986425,Anna Faris,5.043425116919247,Nonfiction,306.0,2017-10-24,Clarkson Potter Publishers,3.45,0,Unqualified,0,0
269,1101912197,Samantha Irby,7.934155233536322,Nonfiction,288.0,2017-05-30,Clarkson Potter Publishers,3.92,0,We Are Never Meeting In Real Life,0,0
271,1455565385,Chris Smith,3.367295829986474,Nonfiction,461.0,2016-11-22,Clarkson Potter Publishers,4.13,0,"The Daily Show: An Oral History as Told by Jon Stewart, the Correspondents, Staff and Guests",1,0
272,0316154725,David Sedaris,9.751501195538246,Nonfiction,514.0,2017-05-30,Clarkson Potter Publishers,3.93,0,Theft by Finding: Diaries 1977-2002,1,0
273,0399175830,Eddie Izzard,5.746203190540153,Nonfiction,348.0,2017-06-13,Clarkson Potter Publishers,3.82,0,"Believe Me: A Memoir of Love, Death, and Jazz Chickens",1,0
274,0385685351,Scaachi Koul,5.726847747587197,Nonfiction,241.0,2017-03-07,Clarkson Potter Publishers,3.77,0,One Day We'll All Be Dead and None of This Will Matter,0,0
275,1101985879,W. Kamau Bell,5.1647859739235145,Nonfiction,340.0,2017-05-02,Clarkson Potter Publishers,3.98,0,"The Awkward Thoughts of W. Kamau Bell: Tales of a 6' 4"", African American, Heterosexual, Cisgender, Left-Leaning, Asthmatic, Black and Proud Blerd, Mama's Boy, Dad, and Stand-Up Comedian",0,0
276,1455540412,Al Franken,6.405228458030842,Nonfiction,406.0,2017-05-30,Clarkson Potter Publishers,4.33,0,Al Franken: Giant of the Senate,1,0
277,0735212600,Whitney Cummings,4.574710978503383,Nonfiction,288.0,2017-10-03,Clarkson Potter Publishers,3.74,0,I'm Fine...and Other Lies,0,0
278,0751570575,Rhett McLaughlin,6.421622267806518,Add,272.0,2017-10-12,Clarkson Potter Publishers,4.34,0,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",0,0
279,0062446894,Bassem Youssef,5.37989735354046,Add,304.0,2017-03-21,Clarkson Potter Publishers,4.21,0,Revolution for Dummies: Laughing Through the Arab Spring,0,0
280,0735224803,John Hodgman,6.786716950605081,Nonfiction,272.0,2017-10-24,Clarkson Potter Publishers,4.09,0,Vacationland: True Stories from Painful Beaches,0,0
282,1250059968,Lisa Scottoline,9.094480485881647,Nonfiction,320.0,2017-07-11,Clarkson Potter Publishers,3.66,1,I Need a Lifeguard Everywhere But the Pool,0,0
283,0448493586,Erin Chack,3.5553480614894135,Nonfiction,240.0,2017-04-25,Clarkson Potter Publishers,4.0,0,This Is Really Happening,0,0
284,1501166492,Matt Bellassai,3.4339872044851463,Nonfiction,247.0,2017-10-24,Clarkson Potter Publishers,3.69,0,Everything Is Awful: And Other Observations,0,0
285,1250088887,Marc Maron,5.442417710521793,Nonfiction,416.0,2017-10-10,Clarkson Potter Publishers,4.01,0,Waiting for the Punch: Words to Live by from the WTF Podcast,0,0
286,0425286460,Lilly Singh,6.755768921984255,Nonfiction,315.0,2017-03-28,First Second,4.07,0,How to Be a Bawse: A Guide to Conquering Life,1,0
289,152473313X,Chimamanda Ngozi Adichie,10.057152400080279,Nonfiction,63.0,2017-03-07,First Second,4.54,0,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",0,0
290,1101875682,Michael Finkel,6.298949246855942,Nonfiction,203.0,2017-03-07,First Second,3.88,0,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,1,0
291,1455540005,Douglas Preston,9.057305735807121,Nonfiction,328.0,2017-01-03,First Second,3.91,0,The Lost City of the Monkey God: A True Story,0,0
292,0393249891,Caitlin Doughty,8.12651816878071,Add,248.0,2017-10-03,First Second,4.29,0,From Here to Eternity: Traveling the World to Find the Good Death,1,0
293,0399590560,Ta-Nehisi Coates,9.037771106624906,Nonfiction,367.0,2017-10-03,First Second,4.43,0,We Were Eight Years in Power: An American Tragedy,0,0
294,0753548283,Sheryl Sandberg,7.807916628926408,Add,240.0,2017-04-24,First Second,3.87,0,"Option B: Facing Adversity, Building Resilience, and Finding Joy",0,0
295,0718031849,Jen Hatmaker,7.419380582918692,Nonfiction,266.0,2017-08-08,First Second,4.04,0,Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life,1,0
296,110187094X,Kory Stamper,5.6131281063880705,Nonfiction,296.0,2017-03-14,First Second,4.19,0,Word by Word: The Secret Life of Dictionaries,0,0
297,0735213585,Anne Lamott,8.779249716229046,Nonfiction,176.0,2017-04-04,First Second,3.67,0,Hallelujah Anyway: Rediscovering Mercy,1,0
298,1250135990,Michael Eric Dyson,6.502790045915623,Nonfiction,228.0,2017-01-17,First Second,4.3,0,Tears We Cannot Stop: A Sermon to White America,1,0
299,1328683788,Timothy Ferriss,8.714403360703942,Business,673.0,2016-12-06,First Second,4.17,0,Tools of Titans,1,0
300,0393254224,Chris Hayes,4.48863636973214,Politics,256.0,2017-03-21,First Second,4.2,0,A Colony in a Nation,1,0
301,0812995848,Brené Brown,9.809231816610408,Nonfiction,208.0,2017-09-12,First Second,4.16,0,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,1,0
302,1591848148,Nick Bilton,7.028201432058005,Nonfiction,328.0,2017-05-02,First Second,4.32,0,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,1,0
303,1594749817,Grady Hendrix,8.016647877057803,Horror,254.0,2017-09-19,First Second,4.34,0,Paperbacks From Hell: The Twisted History of '70s and '80s Horror Fiction,0,0
304,1471164934,Anthony Robbins,8.197814032221203,Economics,256.0,2017-03-01,First Second,4.12,0,Unshakeable: Creating Peace of Mind In a World of Volatility,0,0
305,1608468909,Naomi Klein,8.133000218583613,Nonfiction,273.0,2017-06-13,First Second,4.15,0,No Is Not Enough: Resisting Trump's Shock Politics and Winning the World We Need,1,0
306,1631490516,Monica Hesse,6.045005314036012,Nonfiction,255.0,2017-07-11,First Second,3.79,0,"American Fire: Love, Arson, and Life in a Vanishing Land",0,0
307,0735290512,Katie Davis Majors,4.859812404361672,Nonfiction,209.0,2017-10-03,First Second,4.54,0,Daring to Hope: Finding God's Goodness in the Broken and the Beautiful,0,0
308,1501175564,Hillary Rodham Clinton,7.440733707389261,Nonfiction,464.0,2017-09-12,Copper Canyon Press,3.97,0,What Happened,1,0
311,0062362593,Roxane Gay,11.52251929664155,Nonfiction,306.0,2017-06-13,Copper Canyon Press,4.19,0,Hunger: A Memoir of (My) Body,1,0
312,0062473018,Lily Collins,6.311734809152915,Nonfiction,228.0,2017-03-07,Copper Canyon Press,3.95,0,"Unfiltered: No Shame, No Regrets, Just Me",0,0
313,1476793026,Manal Al-Sharif,5.111987788356544,Nonfiction,289.0,2017-06-13,Copper Canyon Press,4.3,0,Daring to Drive: A Saudi Woman's Awakening,0,0
314,031627075X,Sherman Alexie,8.551208070003515,Autobiography,457.0,2017-06-13,Copper Canyon Press,4.18,0,You Don't Have to Say You Love Me,1,0
315,0316468975,Mayte Garcia,4.343805421853684,Nonfiction,304.0,2017-04-04,Copper Canyon Press,4.08,0,The Most Beautiful: My Life with Prince,1,0
316,006242291X,Mark Lukach,4.6443908991413725,Nonfiction,320.0,2017-05-02,Copper Canyon Press,4.08,0,My Lovely Wife in the Psych Ward,0,0
317,1476752273,Cat Marnell,5.720311776607412,Autobiography,384.0,2017-01-31,Copper Canyon Press,3.8,0,How to Murder Your Life,0,0
318,0062470140,Sandra Uwiringiyimana,4.290459441148391,Nonfiction,304.0,2017-05-16,Copper Canyon Press,4.27,0,How Dare the Sun Rise: Memoirs of a War Child,0,0
319,1250080541,Alexandria Marzano-Lesnevich,6.1463292576688975,Nonfiction,326.0,2017-05-16,Copper Canyon Press,3.83,0,The Fact of a Body: A Murder and a Memoir,0,0
320,140020559X,Tsh Oxenreider,6.6895992691789665,Nonfiction,288.0,2017-04-18,Copper Canyon Press,4.05,0,At Home in the World: Reflections on Belonging While Wandering the Globe,0,0
321,0812996933,Ariel Levy,6.336825731146441,Autobiography,207.0,2017-03-14,Copper Canyon Press,3.74,0,The Rules Do Not Apply,1,0
322,1501169351,Nina Riggs,3.7612001156935624,Autobiography,288.0,2017-06-06,Copper Canyon Press,4.32,0,The Bright Hour: A Memoir of Living and Dying,0,0
323,0316315435,Cleve Jones,3.5553480614894135,Nonfiction,291.0,2016-11-29,Copper Canyon Press,4.32,0,When We Rise: My Life in the Movement,0,0
324,1620404931,Bill Hayes,5.6240175061873385,Nonfiction,294.0,2017-02-14,Copper Canyon Press,4.43,0,"Insomniac City: New York, Oliver, and Me",0,0
325,1496417550,Anna LeBaron,5.932245187448011,Nonfiction,320.0,2017-03-21,Copper Canyon Press,3.69,0,The Polygamist's Daughter,0,0
326,1250131561,Heather Harpham,5.093750200806762,Autobiography,320.0,2017-08-01,Copper Canyon Press,4.15,0,Happiness: The Crooked Little Road to Semi-Ever After,0,0
327,1250105242,Cara Mentzel,4.219507705176107,Nonfiction,259.0,2017-10-10,Copper Canyon Press,4.19,0,Voice Lessons: A Sisters Story,0,0
328,1627798978,Souad Mekhennet,4.927253685157205,Nonfiction,368.0,2017-06-13,Copper Canyon Press,4.44,0,I Was Told to Come Alone: My Journey Behind the Lines of Jihad,0,0
329,1594633738,Patricia Lockwood,6.2285110035911835,Autobiography,336.0,2017-05-02,Copper Canyon Press,3.85,0,Priestdaddy,0,0
330,149264935X,Kate  Moore,6.113682179832232,Nonfiction,479.0,2017-05-02,Talos,4.16,0,The Radium Girls: The Dark Story of America's Shining Women,1,0
333,0385534248,David Grann,7.305860032684009,Nonfiction,338.0,2017-04-18,Talos,4.09,0,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,1,0
334,1400069882,Julia Baird,4.74493212836325,History,696.0,2016-11-22,Talos,4.21,0,Victoria The Queen: An Intimate Biography of the Woman Who Ruled an Empire,0,0
335,125013160X,Lucy Worsley,7.228388451573604,Nonfiction,387.0,2017-07-11,Talos,4.26,0,Jane Austen at Home,0,0
336,1627798323,Jeffrey Kluger,4.574710978503383,History,320.0,2017-05-16,Talos,4.41,0,Apollo 8: The Thrilling Story of the First Mission to the Moon,0,0
337,159420487X,Ron Chernow,8.058327306580958,History,1074.0,2017-10-10,Talos,4.54,0,Grant,1,0
338,1250105994,Melissa Fleming,4.736198448394496,Nonfiction,276.0,2017-01-24,Talos,4.32,0,"A Hope More Powerful Than the Sea: One Refugee's Incredible Story of Love, Loss, and Survival",0,0
339,0393254593,Michael   Lewis,8.970686268534983,Nonfiction,368.0,2016-12-06,Talos,3.99,0,The Undoing Project: A Friendship That Changed Our Minds,0,0
340,0804190119,Timothy Snyder,7.374001859350161,Nonfiction,126.0,2017-03-28,Talos,4.21,0,On Tyranny: Twenty Lessons from the Twentieth Century,1,0
341,1476714843,Timothy B. Tyson,4.897839799950911,History,291.0,2017-01-31,Talos,4.25,0,The Blood of Emmett Till,1,0
342,1476763828,Jeff Guinn,5.902633333401366,Nonfiction,531.0,2017-04-11,Talos,4.15,0,The Road to Jonestown: Jim Jones and Peoples Temple,0,0
343,1501139150,Walter Isaacson,9.092119740588751,Biography,600.0,2017-10-17,Talos,4.17,0,Leonardo da Vinci,0,0
344,1627797467,Jennifer   Wright,6.455198563340122,Nonfiction,336.0,2017-02-07,Talos,4.24,0,Get Well Soon: History's Worst Plagues and the Heroes Who Fought Them,0,0
345,1250119022,Giles Milton,5.666426688112432,History,368.0,2017-02-07,Talos,4.33,0,Churchill's Ministry of Ungentlemanly Warfare: The Mavericks Who Plotted Hitler's Defeat,0,0
346,0804138249,Chris Whipple,3.6635616461296463,History,384.0,2017-04-04,Talos,4.28,0,The Gatekeepers: How the White House Chiefs of Staff Define Every Presidency,1,0
347,0062645358,Donald Stratton,2.5649493574615367,Nonfiction,320.0,2016-11-22,Talos,4.45,0,All the Gallant Men: An American Sailor's Firsthand Account of Pearl Harbor,0,0
348,0802127002,Mark Bowden,6.802394763324311,History,608.0,2017-06-06,Talos,4.4,0,Huế 1968: A Turning Point of the American War in Vietnam,1,0
349,1610397215,Mike Duncan,6.182084906716632,History,327.0,2017-10-24,Talos,4.22,0,The Storm Before the Storm: The Beginning of the End of the Roman Republic,1,0
350,1627790640,Bill O'Reilly,7.547501682814967,History,340.0,2017-09-19,Talos,4.24,1,Killing England: The Brutal Struggle for American Independence,0,0
351,0812997352,Lynne Olson,5.8944028342648505,History,576.0,2017-04-25,Talos,4.3,0,"Last Hope Island: Britain, Occupied Europe, and the Brotherhood That Helped Turn the Tide of War",0,0
352,0393609391,Neil deGrasse Tyson,12.451947863646444,Nonfiction,224.0,2017-05-02,Roaring Brook Press,4.1,0,Astrophysics for People in a Hurry,1,0
355,0807071706,Angela Saini,5.5053315359323625,Nonfiction,200.0,2017-05-30,Roaring Brook Press,4.06,0,Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,0,0
356,0062390856,Seth Stephens-Davidowitz,6.1224928095143865,Nonfiction,338.0,2017-05-09,Roaring Brook Press,3.92,1,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",0,0
357,0735211515,Jorge Cham,4.852030263919617,Science,368.0,2017-05-09,Roaring Brook Press,4.26,0,We Have No Idea: A Guide to the Unknown Universe,0,0
358,0393246434,Dan Egan,4.430816798843313,Nonfiction,364.0,2017-03-07,Roaring Brook Press,4.33,0,The Death and Life of the Great Lakes,0,0
359,0374227764,Peter Godfrey-Smith,5.4116460518550396,Science,257.0,2016-12-06,Roaring Brook Press,3.86,0,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",0,0
360,0307701646,Gary Taubes,6.063785208687608,Nonfiction,384.0,2016-12-27,Roaring Brook Press,3.83,0,The Case Against Sugar,1,0
362,0393242714,Florence   Williams,4.653960350157523,Add,304.0,2017-02-07,Roaring Brook Press,3.97,0,"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative",0,0
363,110198032X,Derek   Thompson,4.343805421853684,Nonfiction,352.0,2017-02-07,Roaring Brook Press,3.95,0,Hit Makers: The Science of Popularity in an Age of Distraction,0,0
364,1594205078,Robert M. Sapolsky,7.430114138561801,Science,790.0,2017-05-02,Roaring Brook Press,4.41,0,Behave: The Biology of Humans at Our Best and Worst,1,0
365,0062416049,Eric Barker,5.736572297479192,Nonfiction,320.0,2017-05-16,Roaring Brook Press,4.2,0,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,0,0
366,1594206643,Adam Alter,4.919980925828125,Add,368.0,2017-03-07,Roaring Brook Press,3.85,0,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,0,0
367,1426217986,Paul A. Offit,5.241747015059643,Science,288.0,2017-04-04,Roaring Brook Press,4.18,0,Pandora's Lab: Seven Stories of Science Gone Wrong,0,0
368,1476777616,Lawrence M. Krauss,7.168579897264035,Science,322.0,2017-03-21,Roaring Brook Press,3.8,0,The Greatest Story Ever Told—So Far: Why Are We Here?,0,0
369,0544716949,Jennifer A. Doudna,4.204692619390966,Science,304.0,2017-06-13,Roaring Brook Press,4.1,0,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,0,0
370,1455544590,Joichi Ito,5.332718793265369,Nonfiction,320.0,2016-12-06,Roaring Brook Press,3.88,0,Whiplash: How to Survive Our Faster Future,0,0
371,0399563822,Kelly Weinersmith,4.7535901911063645,Science,368.0,2017-10-17,Roaring Brook Press,3.96,0,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,1,0
372,0316381640,Sam Kean,6.846943139585379,Science,384.0,2017-07-18,Roaring Brook Press,4.22,0,Caesar's Last Breath: Decoding the Secrets of the Air Around Us,0,0
373,1101946598,Max Tegmark,6.674561391814426,Science,364.0,2017-08-29,Roaring Brook Press,4.06,0,Life 3.0: Being Human in the Age of Artificial Intelligence,1,0
374,006222526X,Ree Drummond,7.246368080102461,Food,400.0,2017-10-24,Harlequin Teen,4.05,0,"The Pioneer Woman Cooks: Come and Get It! Simple, Scrumptious Recipes for Crazy Busy Lives",0,0
377,1443455067,Jamie Oliver,6.71295620067707,Food,320.0,2017-10-24,Harlequin Teen,4.12,0,5 Ingredients – Quick  Easy Food,0,0
378,1455538744,Sarah Michelle Gellar,3.4657359027997265,Add,288.0,2017-04-18,Harlequin Teen,3.79,0,Stirring Up Fun with Food: Over 100 Amazing and Easy Food Crafting Projects,0,0
379,0307954900,Amy Thielen,4.23410650459726,Autobiography,320.0,2017-05-16,Harlequin Teen,3.67,0,Give a Girl a Knife,0,0
380,1101967358,Tia Mowry,3.6375861597263857,Food,320.0,2017-03-14,Harlequin Teen,3.92,0,"Whole New You: How Real Food Transforms Your Life, for a Healthier, More Gorgeous You: A Cookbook",0,0
381,1101874813,Deb Perelman,5.111987788356544,Food,352.0,2017-10-24,Harlequin Teen,3.94,0,Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites,1,0
382,0393239861,Stella Parks,3.9318256327243257,Food,400.0,2017-08-15,Harlequin Teen,4.26,0,BraveTart: Iconic American Desserts,1,0
383,0062379291,Michael W. Twitty,4.727387818712341,Food,444.0,2017-08-01,Harlequin Teen,4.02,0,The Cooking Gene: A Journey Through African American Culinary History in the Old South,0,0
384,1250126533,Oprah Winfrey,8.09040229659332,Food,240.0,2017-01-03,Harlequin Teen,3.71,0,"Food, Health and Happiness: 115 On-Point Recipes for Great Meals and a Better Life",1,0
385,1476753830,Samin Nosrat,5.820082930352362,Food,480.0,2017-04-25,Harlequin Teen,4.52,0,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",1,0
386,0143128094,Bianca Bosker,4.74493212836325,Nonfiction,329.0,2017-03-28,Harlequin Teen,3.9,0,"Cork Dork: A Wine-Fueled Adventure Among the Obsessive Sommeliers, Big Bottle Hunters, and Rogue Scientists Who Taught Me to Live for Taste",1,0
387,1419723863,Michael Ruhlman,5.545177444479562,Nonfiction,307.0,2017-05-16,Harlequin Teen,3.71,0,Grocery: The Buying and Selling of Food in America,0,0
388,0451496914,Katie  Wells,2.995732273553991,Food,336.0,2016-12-27,Harlequin Teen,3.88,0,The Wellness Mama Cookbook: 200 Easy-To-Prepare Recipes and Time-Saving Advice for the Busy Cook,0,0
389,030771828X,Alice Waters,5.262690188904886,Food,304.0,2017-09-05,Harlequin Teen,3.34,0,Coming to My Senses: The Making of a Counterculture Cook,1,0
390,1449478298,Michelle Tam,4.634728988229636,Food,352.0,2017-08-01,Harlequin Teen,4.48,0,"Ready or Not!: 150+ Make-Ahead, Make-Over, and Make-Now Recipes by Nom Nom Paleo",0,0
391,1623367417,Kathryne Taylor,1.3862943611198906,Food,272.0,2017-05-16,Harlequin Teen,4.43,0,Love Real Food: More Than 100 Feel-Good Vegetarian Favorites to Delight the Senses and Nourish the Body,0,0
392,1476753954,Sarah Lohman,3.367295829986474,Food,304.0,2016-12-06,Harlequin Teen,3.93,0,Eight Flavors: The Untold Story of American Cuisine,0,0
393,0802126464,Jim Harrison,6.834108738813838,Food,275.0,2017-03-24,Harlequin Teen,4.01,0,A Really Big Lunch: Meditations on Food and Life from the Roving Gourmand,0,0
394,1607749149,Yotam Ottolenghi,6.075346031088684,Food,368.0,2017-10-03,Harlequin Teen,4.34,0,Sweet,1,0
395,0553496395,Tieghan Gerard,2.995732273553991,Food,304.0,2017-09-12,Harlequin Teen,4.35,0,Half Baked Harvest Cookbook: Recipes from My Barn in the Mountains,0,0
396,1449479618,Sarah Andersen,8.601718146485926,Graphic Novels,128.0,2017-03-07,"Farrar, Straus and Giroux ",4.29,1,Big Mushy Happy Lump,0,0
399,1401267785,Greg Rucka,7.257707677160043,Graphic Novels,176.0,2017-02-28,"Farrar, Straus and Giroux ",3.9,1,"Wonder Woman, Volume 1: The Lies",0,0
400,1534300600,Brian K. Vaughan,9.21094019204815,Graphic Novels,152.0,2017-04-04,"Farrar, Straus and Giroux ",4.51,1,"Saga, Vol. 7",0,0
401,1250078261,Marissa Meyer,11.322902326989235,Graphic Novels,238.0,2017-01-31,"Farrar, Straus and Giroux ",4.15,1,Wires and Nerve,0,0
402,1534300414,Marjorie M. Liu,7.943427767876373,Graphic Novels,152.0,2017-07-05,"Farrar, Straus and Giroux ",4.33,1,"Monstress, Vol. 2: The Blood",0,0
403,1626724164,Shannon Hale,9.298900548955663,Graphic Novels,224.0,2017-05-02,"Farrar, Straus and Giroux ",4.13,1,Real Friends,0,0
404,0785196129,G. Willow Wilson,7.820037989458753,Graphic Novels,136.0,2016-12-14,"Farrar, Straus and Giroux ",4.22,1,"Ms. Marvel, Vol. 6: Civil War II",0,0
405,0062569023,Jomny Sun,5.726847747587197,Graphic Novels,304.0,2017-06-27,"Farrar, Straus and Giroux ",4.07,0,Everyone's a Aliebn When Ur a Aliebn Too,0,0
406,1419718770,Thi Bui,5.777652323222656,Graphic Novels,329.0,2017-03-07,"Farrar, Straus and Giroux ",4.38,1,The Best We Could Do,0,0
407,1632158957,Brian K. Vaughan,9.21094019204815,Graphic Novels,128.0,2016-11-30,"Farrar, Straus and Giroux ",4.15,0,"Paper Girls, Vol. 2",1,0
408,1608869199,Noelle Stevenson,8.033334015880062,Graphic Novels,112.0,2016-12-13,"Farrar, Straus and Giroux ",4.0,1,Band Together,0,0
409,1606999591,Emil Ferris,6.309918278226516,Graphic Novels,414.0,2017-02-14,"Farrar, Straus and Giroux ",4.16,1,"My Favorite Thing Is Monsters, Vol. 1",0,0
410,1506700152,Michael Dante DiMartino,6.4457198193855785,Fantasy,76.0,2017-07-26,"Farrar, Straus and Giroux ",4.28,1,"The Legend of Korra: Turf Wars, Part One",0,0
411,0785196587,Tom King,6.943122422819428,Graphic Novels,136.0,2016-12-13,"Farrar, Straus and Giroux ",4.43,1,"The Vision, Volume 2: Little Better than a Beast",0,0
412,1534300279,Jonathan Hickman,7.025538314638521,Graphic Novels,240.0,2017-01-25,"Farrar, Straus and Giroux ",4.17,1,"The Black Monday Murders, Vol. 1: All Hail, God Mammon",0,0
413,1616557869,Jeff Lemire,7.767263996757308,Graphic Novels,184.0,2017-04-25,"Farrar, Straus and Giroux ",4.2,1,"Black Hammer, Vol. 1: Secret Origins",0,0
414,1632157179,Kelly Sue DeConnick,7.6236419465115715,Graphic Novels,144.0,2017-06-06,"Farrar, Straus and Giroux ",4.28,1,"Bitch Planet, Vol. 2: President Bitch",0,0
415,1534301852,Kieron Gillen,7.141245122350491,Graphic Novels,200.0,2017-06-07,"Farrar, Straus and Giroux ",4.01,0,"Imperial Phase, Part I",0,0
416,B06XC69N4R,Joe Sugg,6.400257445308821,Graphic Novels,192.0,2017-09-21,"Farrar, Straus and Giroux ",3.97,1,Username: Uprising,0,0
417,159643936X,Scott Westerfeld,9.784985508455128,Graphic Novels,224.0,2017-05-02,"Farrar, Straus and Giroux ",4.03,1,Spill Zone,0,0
418,1449486797,Rupi Kaur,9.726571360400724,Poetry,256.0,2017-10-03,Roaring Brook Press,4.17,0,The Sun and Her Flowers,1,0
421,1943735204,Sabrina Benaim,6.016157159698354,Poetry,75.0,2017-08-22,Roaring Brook Press,3.8,0,Depression & Other Magic Tricks,0,0
422,0310761832,Kwame Alexander,7.404279118037268,Poetry,464.0,2017-07-25,Roaring Brook Press,3.98,0,Solo,1,0
423,1501171232,Atticus Poetry,7.668093709082406,Poetry,225.0,2017-07-11,Roaring Brook Press,4.03,0,Love Her Wild,0,0
424,1481438255,Jason Reynolds,8.264363329731667,Young Adult,306.0,2017-10-24,Roaring Brook Press,4.34,0,Long Way Down,1,0
425,1408878860,Sarah Crossan,7.081708586105575,Poetry,336.0,2017-02-09,Roaring Brook Press,3.68,0,We Come Apart,0,0
426,1943735107,Olivia Gatwood,5.564520407322694,Poetry,55.0,2017-03-28,Roaring Brook Press,4.33,0,New American Best Friend,0,0
427,1941040535,Morgan  Parker,5.8289456176102075,Poetry,85.0,2017-02-14,Roaring Brook Press,4.01,0,There Are More Beautiful Things Than Beyoncé,0,0
428,1509815767,Hollie McNish,4.30406509320417,Poetry,125.0,2017-06-15,Roaring Brook Press,4.04,0,Plum,0,0
429,1608468569,Eve L. Ewing,6.329720905522696,Poetry,94.0,2017-09-12,Roaring Brook Press,4.28,0,Electric Arches,0,0
430,0393285308,Marie Howe,5.081404364984463,Poetry,96.0,2017-03-28,Roaring Brook Press,4.1,0,Magdalene,0,0
431,1501178326,Gabbie Hanna,5.3471075307174685,Add,248.0,2017-09-19,Roaring Brook Press,3.6,0,Adultolescence,1,0
432,1539668150,Pyrokardia,3.367295829986474,Poetry,128.0,2017-01-22,Roaring Brook Press,3.41,0,Broken Wishbones and Empty Spaces,0,0
433,1942683332,Chen  Chen,4.110873864173311,Poetry,96.0,2017-04-11,Roaring Brook Press,4.28,0,When I Grow Up I Want to Be a List of Further Possibilities,0,0
434,1941040632,Tommy Pico,4.90527477843843,Poetry,78.0,2017-05-09,Roaring Brook Press,4.42,0,Nature Poem,0,0
437,1943977275,Kaveh Akbar,5.497168225293202,Poetry,45.0,2017-01-26,Roaring Brook Press,4.48,0,Portrait of the Alcoholic,0,0
438,1555977855,Danez Smith,5.877735781779639,Poetry,96.0,2017-09-05,Roaring Brook Press,4.52,0,Don't Call Us Dead,0,0
439,1556595093,Natalie Shapero,2.3978952727983707,Poetry,96.0,2017-04-11,Roaring Brook Press,4.13,0,Hard Child,0,0
3,1250301696,Alex Michaelides,8.196987927258897,Mystery,323.0,2019-02-05,Algonquin Books,4.05,0,The Silent Patient,1,0
4,0385544235,Oyinkan Braithwaite,7.25063551189868,Fiction,226.0,2018-11-20,Algonquin Books,3.78,0,"My Sister, the Serial Killer",0,0
5,0316421995,Alix E. Harrow,6.733401891837359,Fantasy,374.0,2019-09-10,Algonquin Books,4.15,0,The Ten Thousand Doors of January,0,0
6,0399590595,Ta-Nehisi Coates,9.037771106624906,Historical,403.0,2019-09-24,Algonquin Books,4.15,0,The Water Dancer,1,1
7,0525619240,Linda  Holmes,6.79346613258001,Fiction,289.0,2019-06-25,Algonquin Books,3.92,0,Evvie Drake Starts Over,1,0
8,0525562028,Ocean Vuong,7.215975002651466,Fiction,246.0,2019-06-04,Algonquin Books,4.12,0,On Earth We're Briefly Gorgeous,1,0
9,0062699768,Etaf Rum,6.937314081223682,Fiction,336.0,2019-03-05,Algonquin Books,4.24,0,A Woman Is No Man,0,0
10,0525656154,Lara Prescott,6.124683390894205,Historical,349.0,2019-09-03,Algonquin Books,3.75,0,The Secrets We Kept,1,1
11,1501196014,Candice Carty-Williams,6.898714534329988,Fiction,330.0,2019-03-19,Algonquin Books,3.74,0,Queenie,0,0
